name,author,img_paths,bounding_boxes,text
Persepolis,Marjane Satrapi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000152.jpg,"[[[102, 46], [428, 46], [428, 118], [102, 118]]]","[""persepolis""]"
"Vagabond, Vol. 1 (VIZBIG Edition)",Takehiko Inoue,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000153.jpg,[],[]
Civil War,Steve McNiven,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000154.jpg,"[[[20, 170], [464, 170], [464, 352], [20, 352]]]","[""civl war""]"
Batman: White Knight,Sean Murphy,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000155.jpg,[],
The Complete Calvin and Hobbes,Bill Watterson,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000156.jpg,[],
The Art of Spirited Away,Hayao Miyazaki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000157.jpg,"[[[0, 35], [512, 35], [512, 92], [0, 92]]]","[""sttritedzwax""]"
"No Game No Life, Vol. 1 (light novel)",Yuu Kamiya,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000158.jpg,[],[]
"Tokyo Ghoul, Vol. 7",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000159.jpg,"[[[45, 21], [474, 21], [474, 72], [45, 72]]]","[""mokyolghoul""]"
World Of Warcraft: Chronicle Volume 1,Blizzard,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000160.jpg,[],[]
Batman Vol. 3 Death Of The Family (The New 52),Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000161.jpg,[],[]
Attack On Titan 4,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000162.jpg,"[[[101, 0], [474, 0], [474, 147], [101, 147]]]","[""attack an 'than""]"
The Wicked + The Divine Volume 1: The Faust Act,Kieron Gillen,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000163.jpg,[],[]
Tintin in Tibet,Herge,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000164.jpg,"[[[140, 100], [401, 100], [401, 204], [140, 204]]]","[""ifun tdel""]"
Momo,Michael Ende,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000165.jpg,"[[[50, 366], [472, 366], [472, 486], [50, 486]]]","[""moje""]"
Attack On Titan 5,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000166.jpg,"[[[119, 1], [493, 1], [493, 150], [119, 150]]]","[""attack on titan""]"
Batman: Bat Signal,Danielle Selber,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000167.jpg,[],[]
Lift the Flap Questions and Answers about your Body,Katie Daynes,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000168.jpg,"[[[120, 166], [394, 166], [394, 373], [120, 373]]]","[""questions and answers #cutedu \""body \""tent 60""]"
The Sandman Vol. 2,Neil Gaiman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000169.jpg,[],[]
"Death Note Black Edition, Vol. 1",Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000170.jpg,[],[]
"The Promised Neverland, Vol. 5",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000171.jpg,"[[[29, 20], [502, 20], [502, 136], [29, 136]]]","[""prymised nemreand""]"
Ms. Marvel Volume 1: No Normal,G. Willow Wilson,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000172.jpg,[],
The Tiny Book of Tiny Stories: Volume 1,Joseph Gordon-Levitt,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000173.jpg,[],[]
Berserk Volume 4,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000174.jpg,"[[[33, 0], [510, 0], [510, 145], [33, 145]]]","[""lerser8""]"
"One-Punch Man, Vol. 5",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000175.jpg,"[[[12, 0], [512, 0], [512, 143], [12, 143]]]","[""@ne punhl; 05""]"
Spider-Man: Into the Spider-Verse,Ramin Zahed,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000176.jpg,[],[]
Herding Cats,Sarah Andersen,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000177.jpg,"[[[109, 7], [448, 7], [448, 170], [109, 170]]]","[""herding cats ~swroks scricbl\"" rdlatton""]"
"Spice and Wolf, Vol. 1 (light novel)",Isuna Hasekura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000178.jpg,[],[]
Saga Book One,Brian K. Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000179.jpg,"[[[46, 0], [464, 0], [464, 140], [46, 140]]]","[""saga""]"
The Walking Dead Compendium Volume 3,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000180.jpg,[],[]
Orange: The Complete Collection: 1,Ichigo Takano,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000181.jpg,[],[]
Guts,Raina Telgemeier,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000182.jpg,"[[[129, 347], [380, 347], [380, 433], [129, 433]]]","[""guts""]"
"Naruto, Vol. 1",Masashi Kishimoto,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000183.jpg,[],[]
Torment,Lauren Kate,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000184.jpg,"[[[39, 427], [477, 427], [477, 489], [39, 489]]]","[""cits lauren kate""]"
"The Promised Neverland, Vol. 4",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000185.jpg,"[[[29, 12], [499, 12], [499, 134], [29, 134]]]","[""the promised neveriand""]"
"Tokyo Ghoul, Vol. 8",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000186.jpg,[],[]
Asterix: Omnibus 3,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000187.jpg,[],[]
"The Promised Neverland, Vol. 6",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000188.jpg,"[[[37, 20], [512, 20], [512, 141], [37, 141]]]","[""jhe promised neverlnd""]"
The Walking Dead Volume 2: Miles Behind Us,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000189.jpg,"[[[62, 458], [454, 458], [454, 488], [62, 488]]]","[""nailes behind 09""]"
The Assassin's Blade,Sarah J. Maas,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000190.jpg,"[[[36, 335], [494, 335], [494, 456], [36, 456]]]","[""lissassits blade""]"
Saga Book Three,Brian K Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000191.jpg,[],[]
Asterix: Asterix at the Olympic Games,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000192.jpg,"[[[10, 6], [503, 6], [503, 164], [10, 164]]]","[""rgoscctny nstentraupeazo asterix st thi olympi< gamrs""]"
Geronimo Stilton: #40 Karate Mouse,Geronimo Stilton,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000193.jpg,"[[[109, 26], [483, 26], [483, 165], [109, 165]]]","[""gemimo stilton the karate dousl""]"
"One-Punch Man, Vol. 16",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000194.jpg,"[[[10, 2], [509, 2], [509, 158], [10, 158]]]","[""qmepukchnan 16""]"
Attack On Titan 6,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000195.jpg,"[[[26, 1], [414, 1], [414, 144], [26, 144]]]","[""attack ontitan""]"
Akira Volume 1,Katsuhiro Otomo,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000196.jpg,[],[]
Avatar: The Last Airbender# The Promise Part 2,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000197.jpg,[],[]
V for Vendetta Deluxe Collector Set,Alan Moore,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000198.jpg,[],
Fairy Tail 1,Hiro Mashima,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000199.jpg,"[[[28, 0], [469, 0], [469, 130], [28, 130]]]","[""fairyiail""]"
"Komi Can't Communicate, Vol. 1",Tomohito Oda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000200.jpg,"[[[20, 203], [494, 203], [494, 302], [20, 302]]]","[""komi canit comn unicate""]"
"One-Punch Man, Vol. 7",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000201.jpg,[],[]
"One-Punch Man, Vol. 6",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000202.jpg,[],[]
Making Comics,Scott McCloud,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000203.jpg,"[[[19, 3], [504, 3], [504, 215], [19, 215]]]","[""makipg comics atna %""]"
Wolverine: Old Man Logan,Mark Millar,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000204.jpg,"[[[81, 0], [497, 0], [497, 85], [81, 85]]]","[""wsierime olnn""]"
Vinland Saga 1,Makoto Yukimura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000205.jpg,"[[[117, 336], [408, 336], [408, 487], [117, 487]]]","[""tpladd saga""]"
Sailor Moon Vol. 1,Naoko Takeuchi,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000206.jpg,[],[]
"Assassination Classroom, Vol. 1",Yusei Matsui,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000207.jpg,"[[[42, 26], [482, 26], [482, 94], [42, 94]]]","[""45 5 4 65 | r it |d n classroom""]"
Daytripper,Gabriel Ba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000208.jpg,"[[[0, 4], [501, 4], [501, 68], [0, 68]]]","[""d a y t r 1 p p e r""]"
This One Summer,Jillian Tamaki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000209.jpg,"[[[30, 196], [469, 196], [469, 374], [30, 374]]]","[""this owve summer""]"
Asterix: Asterix and Cleopatra,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000210.jpg,"[[[7, 0], [499, 0], [499, 175], [7, 175]]]","[""a goscinny tstemx doeaz0 asterixa and cleopatra""]"
"One-Punch Man, Vol. 17",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000211.jpg,[],[]
Richard Scarry's Bedtime Stories,Richard Scarry,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000212.jpg,"[[[26, 1], [386, 1], [386, 86], [26, 86]]]","[""rlchard scarry3 bedtime stories""]"
"One-Punch Man, Vol. 8",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000213.jpg,[],[]
Username: Evie,Joe Sugg,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000214.jpg,"[[[22, 0], [512, 0], [512, 150], [22, 150]]]","[""username: evie""]"
Berserk Volume 5,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000215.jpg,[],[]
The King in Yellow,Robert W. Chambers,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000216.jpg,"[[[0, 156], [495, 156], [495, 402], [0, 402]]]","[""kingin yellowv atkt 448 fder <""]"
Monstress Volume 2: The Blood,Marjorie Liu,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000217.jpg,[],[]
Flashpoint,Geoff Johns,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000218.jpg,"[[[8, 0], [512, 0], [512, 108], [8, 108]]]","[""flasrpoint""]"
The Walking Dead Volume 3: Safety Behind Bars,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000219.jpg,[],[]
"Goodnight Punpun, Vol. 1",Inio Asano,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000220.jpg,"[[[0, 0], [512, 0], [512, 180], [0, 180]]]","[""goodnight plixun""]"
The Magic of Reality,Richard Dawkins,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000221.jpg,"[[[27, 51], [485, 51], [485, 187], [27, 187]]]","[""daw kin s the magic o realily he""]"
The Art of Howl's Moving Castle,Hayao Miyazaki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000222.jpg,[],[]
Harry the Dirty Dog,Gene Zion,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000223.jpg,"[[[16, 0], [481, 0], [481, 114], [16, 114]]]","[""harey the dirty dog""]"
"Tokyo Ghoul, Vol. 9",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000224.jpg,"[[[267, 360], [484, 360], [484, 446], [267, 446]]]","[""tortt ghoc""]"
"Death Note, Vol. 1",Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000225.jpg,[],[]
"Blue Exorcist, Vol. 1",Kazue KATO,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000226.jpg,[],[]
"The Promised Neverland, Vol. 7",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000227.jpg,"[[[44, 22], [504, 22], [504, 135], [44, 135]]]","[""premisei neverland""]"
Attack on Titan: Volume 7,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000228.jpg,"[[[26, 0], [411, 0], [411, 135], [26, 135]]]","[""attack on titan""]"
"Tokyo Ghoul, Vol. 10",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000229.jpg,[],[]
"The Girl from the Other Side: Siuil, a Run: Vol. 1",Nagabe,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000230.jpg,,
Avatar: The Last Airbender# The Promise Part 3,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000231.jpg,[],[]
Batman The Dark Knight Returns 30th Anniversary Edition,Frank Miller,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000232.jpg,,
"The Promised Neverland, Vol. 8",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000233.jpg,"[[[29, 10], [504, 10], [504, 125], [29, 125]]]","[""thepremised neverland""]"
Orange: The Complete Collection: 2,Ichigo Takano,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000234.jpg,[],[]
Good Night Yoga,Mariam Gates,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000235.jpg,"[[[15, 10], [496, 10], [496, 178], [15, 178]]]","[""good night yoga""]"
Ghost World,Daniel Clowes,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000236.jpg,"[[[16, 164], [509, 164], [509, 362], [16, 362]]]","[""chost ~iorll""]"
Sex Criminals Volume 1: One Weird Trick,Matt Fraction,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000237.jpg,[],[]
Shiver,Junji Ito,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000238.jpg,"[[[77, 389], [464, 389], [464, 512], [77, 512]]]","[""shiver""]"
The Adventures of Tintin in the Land of the Soviets,Herge,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000239.jpg,"[[[42, 15], [480, 15], [480, 179], [42, 179]]]","[""the adventures of ttntin aefortge for e pett mngteme- inthe land of the soviets""]"
"Fullmetal Alchemist (3-in-1 Edition), Vol. 1",Hiromu Arakawa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000240.jpg,[],[]
The Walking Dead Book 2,Robert Kirkman,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000241.jpg,"[[[66, 274], [441, 274], [441, 470], [66, 470]]]","[""the wyalking dead dodk twd""]"
Preacher Book One,Garth Ennis,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000242.jpg,[],[]
The Prince and the Dressmaker,Jen Wang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000243.jpg,"[[[160, 106], [383, 106], [383, 223], [160, 223]]]","[""prince ressmaee""]"
Hawkeye: My Life as a Weapon (Marvel Now) Volume 1,Matt Fraction,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000244.jpg,[],[]
"One-Punch Man, Vol. 9",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000245.jpg,[],[]
Bad Dad,David Walliams,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000246.jpg,"[[[34, 328], [500, 328], [500, 497], [34, 497]]]","[""bad dad""]"
Rat Queens Volume 1: Sass & Sorcery,Kurtis J. Wiebe,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000247.jpg,[],[]
Harry Potter and the Chamber of Secrets,J. K. Rowling,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000248.jpg,"[[[12, 46], [505, 46], [505, 130], [12, 130]]]","[""harrypotter""]"
Batman Vol. 4 Zero Year-Secret City (The New 52),Scott Snyder,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000249.jpg,[],[]
Berserk Volume 6,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000250.jpg,[],[]
Attack On Titan 8,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000251.jpg,"[[[24, 0], [412, 0], [412, 134], [24, 134]]]","[""nttaek onthn""]"
"How to Draw Comics the ""Marvel"" Way",Stan Lee,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000252.jpg,"[[[29, 0], [509, 0], [509, 197], [29, 197]]]","[""hdeaaicd mhemmarvel way buxen""]"
JoJo's Bizarre Adventure,Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000253.jpg,"[[[109, 67], [419, 67], [419, 141], [109, 141]]]","[""jojos i4""]"
Saga Of The Swamp Thing Book One,Alan Moore,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000254.jpg,"[[[24, 416], [499, 416], [499, 499], [24, 499]]]","[""swamp ihng #tttk jent? jaux celee""]"
Asterix: Asterix The Gladiator,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000255.jpg,"[[[3, 0], [500, 0], [500, 158], [3, 158]]]","[""e gosckiny *stemx ddbid astertx m egladialor""]"
"Tokyo Ghoul, Vol. 12",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000256.jpg,"[[[285, 5], [512, 5], [512, 199], [285, 199]]]","[""tokyo ghcul 4 5""]"
Scott Pilgrim: Scott Pilgrim's Precious Little Life Volume 1,Bryan O'Malley,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000257.jpg,[],[]
Avatar: The Last Airbender# The Promise Library Edition,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000258.jpg,[],[]
The New Ghost,Rob Hunter,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000259.jpg,"[[[123, 151], [385, 151], [385, 171], [123, 171]]]","[""the new ghost""]"
"Tokyo Ghoul, Vol. 14",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000260.jpg,"[[[-24, -39], [313, -39], [313, 239], [-24, 239]]]","[""tokyo e 7 ghoi vg""]"
Asterix: Asterix and the Goths,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000261.jpg,"[[[9, 0], [500, 0], [500, 110], [9, 110]]]","[""b goscinny *nx_ uderzo asterix.  , wk goths""]"
Berserk Volume 7,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000262.jpg,[],[]
Batman: A Death in the Family,Various,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000263.jpg,"[[[199, 137], [322, 137], [322, 245], [199, 245]]]","[""deth in the faml}""]"
Fun Home,Alison Bechdel,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000264.jpg,"[[[169, 262], [328, 262], [328, 309], [169, 309]]]","[""tont 3m""]"
Lady Midnight,Cassandra Clare,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000265.jpg,"[[[21, 283], [486, 283], [486, 385], [21, 385]]]","[""lady midnight cassandraclarc""]"
"One-Punch Man, Vol. 10",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000266.jpg,,
"Haikyu!!, Vol. 1",Haruichi Furudate,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000267.jpg,[],[]
Lumberjanes Vol. 1,Rt Hon Lrd Just Brooke,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000268.jpg,"[[[61, 20], [452, 20], [452, 100], [61, 100]]]","[""[umberjanes""]"
Kingdom Come {new Edition},Alex Ross,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000269.jpg,"[[[13, 10], [497, 10], [497, 94], [13, 94]]]","[""kinguu cume""]"
Attack On Titan 9,Hajime Isayama,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000270.jpg,"[[[20, 0], [414, 0], [414, 138], [20, 138]]]","[""attack ontitan""]"
"Tokyo Ghoul, Vol. 11",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000271.jpg,[],[]
solanin,Inio Asano,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000272.jpg,"[[[-20, 230], [250, 230], [250, 500], [-20, 500]]]","[""solanin""]"
"The Promised Neverland, Vol. 11",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000273.jpg,"[[[111, 9], [491, 9], [491, 126], [111, 126]]]","[""ye prd ised if -0""]"
Batman The Man Who Laughs,Ed Brubaker,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000274.jpg,[],[]
One Piece Box Set: East Blue and Baroque Works (Volumes 1-23 with premium),Eiichiro Oda,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000275.jpg,[],[]
"Tokyo Ghoul, Vol. 13",Sui Ishida,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000276.jpg,[],[]
Manga in Theory and Practice,Hirohiko Araki,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000277.jpg,"[[[161, 113], [353, 113], [353, 235], [161, 235]]]","[""nanqa theort and fractice""]"
Chilling Adventures Of Sabrina,Roberto Aguirre-Sacasa,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000278.jpg,"[[[41, 16], [486, 16], [486, 132], [41, 132]]]","[""chicling ndventurls 0f sabrina""]"
American Born Chinese,Gene Luen Yang,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000279.jpg,[],[]
Berserk Volume 8,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000280.jpg,[],[]
Superman Red Son (New Edition),Mark Millar,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000281.jpg,[],[]
World Of Warcraft Chronicle Volume 2,Blizzard Entertainment,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000282.jpg,[],[]
Asterix: Asterix and the Golden Sickle,Rene Goscinny,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000283.jpg,"[[[9, 0], [499, 0], [499, 134], [9, 134]]]","[""l gcscniy tstemra moesd astemixand the guiulsickle""]"
"The Promised Neverland, Vol. 10",KAIU SHIRAI,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000284.jpg,"[[[30, 15], [499, 15], [499, 138], [30, 138]]]","[""jhe prpmised nettbenp""]"
"One-Punch Man, Vol. 15",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000285.jpg,"[[[8, 2], [507, 2], [507, 105], [8, 105]]]","[""one punch yhk""]"
"One-Punch Man, Vol. 11",One,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000286.jpg,[],[]
Smashed: Junji Ito Story Collection,Junji Ito,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000287.jpg,[],[]
Monstress Volume 3,Marjorie Liu,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000288.jpg,"[[[21, 13], [496, 13], [496, 115], [21, 115]]]","[""tonsres""]"
Diablo III,Deckard Cain,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000289.jpg,[],[]
Shh! We Have a Plan,Chris Haughton,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000290.jpg,"[[[153, 47], [383, 47], [383, 187], [153, 187]]]","[""shhi e kave #iln cnin fihtun""]"
Berserk Deluxe Volume 2,Kentaro Miura,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000291.jpg,"[[[47, 43], [471, 43], [471, 141], [47, 141]]]","[""berserk ecdot""]"
Room on the Broom,Julia Donaldson,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000292.jpg,[],[]
"Black Butler, Vol. 2",Yana Toboso,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000293.jpg,[],[]
"Death Note Black Edition, Vol. 2",Tsugumi Ohba,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000294.jpg,"[[[19, 25], [490, 25], [490, 107], [19, 107]]]","[""dire~hnof~e hlito""]"
Paper Girls Volume 2,Brian K. Vaughan,dataset\adjusted_dataset\Graphic-Novels-Anime-Manga\0000295.jpg,"[[[24, 168], [492, 168], [492, 337], [24, 337]]]","[""paper gvll 2""]"
